koloniSistemKimlik,kovanNoSnapshot,tarih,citaSayisi,bal_cita,yavruluCita,yavruDuzeni,mizac,beslemeTipi,beslemeYapildi,varroaMucadele,anaAriGoruldu,varroaGoruldu,ogulBelirtisi,ogulAtti,bolmeYapildi,kovanSondu,anaUretimGirisimVarMi,anasizBirakildiMi,anasizBaslangicTarihi,larvaYasiGun,memeDurumu,erkekAriDurumu,ciftlesmeDurumu,anaDegisimPlanlandiMi,notlar,sezon,kaynakKoloniNoNottan,kaynakKoloniSistemKimlikNottan,tureyenKoloniNoListesiNottan,tureyenKoloniSistemKimlikleri,olayTipiOneri,ayristirmaGuveni,ayristirmaNotu
KOL-009,9,2025-11-22,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-009,9,2026-01-13,6,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-009,9,2026-01-20,6,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-009,9,2026-02-24,4,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,yüksek,
KOL-009,9,2026-02-25,4,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu. Az besleme yapıldı.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-009,9,2026-03-07,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,26'dan kapalı yavru aktarımı yapıldı. İyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-009,9,2026-03-10,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-009,9,2026-03-12,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave edildi. Çok az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-009,9,2026-04-01,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-009,9,2026-04-06,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Az kabarmış temel petek. Ancak çok kalabalık değil. İzleyelim.,uretim,,,,,,yüksek,
KOL-009,9,2026-04-09,7,,,,,kristalize bal,1,timol,,,,0,0,0,0,0,,,,,,0,Kristalize bal ile beslendi. Timol,uretim,,,,,,yüksek,
KOL-010,14,2025-04-22,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,22'den bölündü - şurup verildi.,uretim,22,KOL-008,,,child_created_from_split,yüksek,
KOL-010,14,2025-04-23,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-010,14,2025-04-25,3,,,açık göz var,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Açık gözler var. Şurubunu bitirememiş. Yeni şurup verildi. Varroa Vetorax.,uretim,,,,,,yüksek,
KOL-010,14,2025-04-28,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-010,14,2025-05-07,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-05-10,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-05-24,5,,,günlük var,,1/1 şurup,1,,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Günlükler var. 1 Kabarmış kara petek ilave. Besleme. Normal koloni düzeni.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-010,14,2025-06-02,6,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Bir temel petek ilave. Günlük ve kapalılar var. Beslendi. Varroa. Gayet iyi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-010,14,2025-06-08,7,,,yavru var,,fondan,1,,,,,0,0,0,0,0,,,,,,0,1 Çıta kabarmış eklendi. Güzel yavru var. Fondan verildi.,uretim,,,,,,yüksek,
KOL-010,14,2025-06-14,7,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-06-19,7,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-06-26,7,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Son 3 çıta boş. Fakat güçlü küpülı yavrular var. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-07-05,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-07-10,9,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-07-24,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ballı. İyi,uretim,,,,,,yüksek,
KOL-010,14,2025-08-04,5,4,,,,,0,,,,,0,0,0,0,0,,,,,,0,4 ÇITA BAL alındı,uretim,,,,,,yüksek,
KOL-010,14,2025-08-19,6,1,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 PETEK BAL ALINDI. Yavrulu. Güzel. Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-09-07,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,6 Çıta idi. 1 Çıta  1 nolu kovandan aktarıldı. İyi durumda sıkışık. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-09-10,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-09-13,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-010,14,2025-10-13,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi durumda,kis,,,,,,yüksek,
KOL-010,14,2025-11-13,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-010,14,2025-11-17,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-010,14,2025-11-22,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-010,14,2026-01-13,7,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-010,14,2026-01-20,7,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-010,14,2026-02-24,5,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,yüksek,
KOL-010,14,2026-02-25,5,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu. Şurubu almamış. Takip,kis,,,,,,yüksek,
KOL-010,14,2026-03-07,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Şurubu almış Az besleme. İyi görünüyor. Yavrular var.,uretim,,,,,,yüksek,
KOL-010,14,2026-03-10,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Az besleme. İyi görünüyor.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-010,14,2026-03-12,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Yalnızca besleme yapldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-010,14,2026-04-01,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-010,14,2026-04-06,6,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-010,14,2026-04-09,6,,,,,kristalize bal,1,timol,,,,0,0,0,0,0,,,,,,0,Kristalize bal ile beslendi. Timol,uretim,,,,,,yüksek,
KOL-011,4,2025-04-22,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,22'den bölündü - şurup verildi.,uretim,22,KOL-008,,,child_created_from_split,yüksek,
KOL-011,4,2025-04-23,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Güçlü. 1 temel petek verildi - besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-011,4,2025-04-25,3,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,açık,,,0,Temel petek alındı. Açık ana gözleri var. Beslendi. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-011,4,2025-04-28,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-011,4,2025-05-07,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-05-10,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-05-24,5,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Yavru görülemedi. Bekle. Polenli ballı petekler var.,uretim,,,,,,yüksek,
KOL-011,4,2025-06-02,5,,,günlük var; kapalı yavru var,,1/1 şurup,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Kapalı ve günlükler var. Beslendi. Normal koloni düzeni. Varroa. Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-011,4,2025-06-08,6,,,yavru var,,fondan,1,,,,,0,0,0,0,0,,,,,,0,1 Çıta kabarmış eklendi. Güzel yavru var. Fondan verildi.,uretim,,,,,,yüksek,
KOL-011,4,2025-06-14,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-06-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-06-26,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Son 2 çıta boş. Fakat güçlü küpülı yavrular var. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-07-05,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-07-10,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,"1 Temel, 1 kabarmış ilave. Varroa.",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-07-24,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-08-04,6,2,,,,,0,,,,,0,0,0,0,0,,,,,,0,2 ÇITA BAL alındı.,uretim,,,,,,yüksek,
KOL-011,4,2025-08-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,"Güzel, yavrulu, iyi durumda. Varroa. Alt Kapak Takıldı.",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-09-07,6,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Çok kalabalık. Sıkışık. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-09-10,6,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-09-13,6,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-011,4,2025-10-13,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi durumda,kis,,,,,,yüksek,
KOL-011,4,2025-11-13,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-011,4,2025-11-17,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-011,4,2025-11-22,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-011,4,2026-01-13,6,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-011,4,2026-01-20,6,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-011,4,2026-02-24,5,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,yüksek,
KOL-011,4,2026-02-25,5,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu. Az besleme yapıldı.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-011,4,2026-03-07,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 kabarmış eski çıta verildi. İyi görünüyor. Petek kabartmış.Takip edilecek.,uretim,,,,,,yüksek,
KOL-011,4,2026-03-10,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Az besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-011,4,2026-03-12,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave edildi. Çok az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-011,4,2026-04-01,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-011,4,2026-04-06,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-011,4,2026-04-09,8,,,,,kristalize bal,1,timol,,,,0,0,0,0,0,,,,,,0,Kristalize bal ile beslendi. Timol,uretim,,,,,,yüksek,
KOL-012,10,2025-04-22,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,3'den bölündü - şurup verildi.,uretim,3,KOL-007,,,child_created_from_split,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-04-23,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Güçlü - Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı."
KOL-012,10,2025-04-25,3,,,,,1/1 şurup,1,vetorax,,,,0,0,1,0,0,,,açık,,,0,"Önceki 2 şerbetten biri bitmiş diğeri bitmemiş. Alındı, yenisi verildi. Açık ana gözleri var. Varroa Vetorax.",uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-04-28,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-05-07,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-05-10,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-05-24,3,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Yavru görülemedi. Bekle. Polenli ballı petekler var.,uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-06-02,4,,,günlük var; kapalı yavru var,,1/1 şurup,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Kapalı ve günlükler var. Beslendi. Normal koloni düzeni. Varroa. Beslendi. 1 Temel petek ilave.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı."
KOL-012,10,2025-06-08,6,,,yavru var,,fondan,1,,,,,0,0,0,0,0,,,,,,0,2 Çıta kabarmış eklendi. Güzel yavru var. Fondan verildi.,uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-06-14,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-06-19,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-06-26,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Son 3 çıta boş. Yavrular Mozaik. Ana iyi değil. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-07-05,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-07-10,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-07-24,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ana gen. Yavru mozaik. 1 çıta 22'lye ilave.,uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-08-04,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İşlem yıok.,uretim,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-08-19,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Zayıf. Gidiici. Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi | Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-012,10,2025-09-07,0,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Sönmüş.,kis,,,,,,orta,Header kaynağı 13 iken ilk not kaynağı 3; not esas alındı.
KOL-013,25,2025-04-22,8,,,,,1/1 şurup,1,,,,,0,1,0,0,0,,,,,,0,Bölündü (30) - 1 petek ve şurup verildi.,uretim,,,30,KOL-019,parent_split,yüksek,
KOL-013,25,2025-04-23,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-013,25,2025-04-25,7,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Çıta kabartıyor. 1 Temel petek ilave. 2 besleme yapıldı. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-013,25,2025-04-28,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Filizkıran rüzgarı sebebi ile yalnızca hızlıca besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-013,25,2025-05-07,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. 1 Temel petek ilave. Besleme ve varroa yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-013,25,2025-05-10,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor. Beslendi. 1 Kabartılmış kara petek ilave yapıldı..,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-013,25,2025-05-14,9,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Biraz daha sıkışsın. 2-3 gün sonra bakalım. Kat gerekebilir. Beslendi varroa 9 çıta.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-013,25,2025-05-20,12,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Çift besleme.. Varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-013,25,2025-05-24,15,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Telem 2 kabarmış kara petek ilave. Beslenndi.,uretim,,,,,,yüksek,
KOL-013,25,2025-05-27,17,,,,,,0,,,,,0,0,0,0,0,,,,,,0,5. Kovandan Ballı polenli iki kabarmış petek ilave edildi.,uretim,,,,,,yüksek,
KOL-013,25,2025-06-02,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 Temel Petek. Gerisi kabarmış. Eklendi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-06-14,19,,,yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Yavru var. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-06-19,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-06-26,19,,,kapalı yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor. Kapalı yavrular var.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-07-05,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-07-10,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-07-24,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Çok yavrulu mozaik.,uretim,,,,,,yüksek,
KOL-013,25,2025-08-04,16,3,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 ÇITA BAL ALINDI. Ballı ve yavrulu. Takip et.,uretim,,,,,,yüksek,
KOL-013,25,2025-08-19,16,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-08-23,9,2,,,,,0,,,,,0,0,0,0,0,,,,,,0,7 Çıta alınndı. 2 BALLI ÇITA ALINDI. Kat alındı.,uretim,,,,,,yüksek,
KOL-013,25,2025-09-07,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Sıkışık Gayet iyi diurumda. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-09-10,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-09-13,9,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-013,25,2025-10-13,9,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,fondan almamış. İyi görünmüyor.,kis,,,,,,yüksek,
KOL-013,25,2025-11-13,9,,,,,,0,,,,,0,0,0,0,0,,,,,,0,sönmüş. Güve çok fazla. Alttan hava alamamış gibi,kis,,,,,,yüksek,
KOL-014,26,2025-04-22,12,,,,,1/1 şurup,1,,,,,0,1,0,0,0,,,,,,0,Bölündü (6-1) - petek ve şurup verildi.,uretim,,,6-1,KOL-006;KOL-005,parent_split,yüksek,
KOL-014,26,2025-04-23,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Temel Petek verildi. Besleme yapıldı,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
